account_id,product,amount,bucket,is_asset,is_liability,is_off_balance,base_haircut,asf_weight,rsf_weight
A04241,retail_stable,1527434.0527275808,overnight,False,True,False,1.0,0.95,0.0
A04242,committed_facilities,1721796.782740374,>1y,False,False,True,1.0,0.0,0.0
A04243,retail_stable,2509711.4758556928,31d-90d,False,True,False,1.0,0.95,0.0
A04244,committed_facilities,1383728.3683473407,91d-1y,False,False,True,1.0,0.0,0.0
A04245,retail_stable,2461283.733502346,2d-7d,False,True,False,1.0,0.95,0.0
A04246,loans,1732162.4079234442,8d-30d,True,False,False,0.65,0.0,0.85
A04247,treasury_hqla,2005545.8082594103,8d-30d,True,False,False,0.05,0.0,0.05
A04248,loans,2426153.5850006407,31d-90d,True,False,False,0.65,0.0,0.85
A04249,loans,2283573.7606801786,8d-30d,True,False,False,0.65,0.0,0.85
A04250,loans,1205891.5591239373,91d-1y,True,False,False,0.65,0.0,0.85
A04251,treasury_hqla,883109.1162317886,8d-30d,True,False,False,0.05,0.0,0.05
A04252,loans,8666758.216437524,>1y,True,False,False,0.65,0.0,0.85
A04253,corporate_operational,1209071.9629906965,overnight,False,True,False,1.0,0.5,0.0
A04254,equities,6545730.58530396,91d-1y,True,False,False,0.45,0.0,0.85
A04255,retail_less_stable,3706722.9259232874,overnight,False,True,False,1.0,0.9,0.0
A04256,retail_stable,4783551.985308494,91d-1y,False,True,False,1.0,0.95,0.0
A04257,loans,998502.1981268936,31d-90d,True,False,False,0.65,0.0,0.85
A04258,loans,2535091.971861349,>1y,True,False,False,0.65,0.0,0.85
A04259,retail_less_stable,2806334.3808628935,overnight,False,True,False,1.0,0.9,0.0
A04260,wholesale_unsecured,1151710.4661797916,overnight,False,True,False,1.0,0.0,0.0
A04261,loans,5434636.757037291,91d-1y,True,False,False,0.65,0.0,0.85
A04262,loans,11917338.866245504,31d-90d,True,False,False,0.65,0.0,0.85
A04263,retail_stable,3040570.740799001,overnight,False,True,False,1.0,0.95,0.0
A04264,corporate_non_operational,8352760.432699113,91d-1y,False,True,False,1.0,0.5,0.0
A04265,loans,11192299.22587257,>1y,True,False,False,0.65,0.0,0.85
A04266,committed_facilities,1211039.9874475934,31d-90d,False,False,True,1.0,0.0,0.0
A04267,corporate_operational,3677624.0745710935,31d-90d,False,True,False,1.0,0.5,0.0
A04268,committed_facilities,10062714.714165248,91d-1y,False,False,True,1.0,0.0,0.0
A04269,loans,1306365.0557270714,91d-1y,True,False,False,0.65,0.0,0.85
A04270,retail_stable,4245326.687197862,overnight,False,True,False,1.0,0.95,0.0
A04271,equities,8951325.238699893,>1y,True,False,False,0.45,0.0,0.85
A04272,treasury_hqla,10389041.812637743,8d-30d,True,False,False,0.05,0.0,0.05
A04273,committed_facilities,6796672.936482567,31d-90d,False,False,True,1.0,0.0,0.0
A04274,retail_stable,3389426.8261655727,31d-90d,False,True,False,1.0,0.95,0.0
A04275,treasury_hqla,1652760.850112833,8d-30d,True,False,False,0.05,0.0,0.05
A04276,treasury_hqla,5606224.891569949,2d-7d,True,False,False,0.05,0.0,0.05
A04277,loans,2672567.169315639,91d-1y,True,False,False,0.65,0.0,0.85
A04278,retail_stable,3009086.464703815,overnight,False,True,False,1.0,0.95,0.0
A04279,retail_stable,18025187.475323834,2d-7d,False,True,False,1.0,0.95,0.0
A04280,treasury_hqla,6937885.326511577,91d-1y,True,False,False,0.05,0.0,0.05
A04281,corporate_bonds,20341485.68744089,31d-90d,True,False,False,0.2,0.0,0.5
A04282,retail_stable,1691032.5719211125,31d-90d,False,True,False,1.0,0.95,0.0
A04283,loans,3167576.4898975305,8d-30d,True,False,False,0.65,0.0,0.85
A04284,loans,3996377.6942068688,>1y,True,False,False,0.65,0.0,0.85
A04285,treasury_hqla,5734176.420287343,>1y,True,False,False,0.05,0.0,0.05
A04286,corporate_operational,8742723.0205507,>1y,False,True,False,1.0,0.5,0.0
A04287,committed_facilities,1292958.419938134,8d-30d,False,False,True,1.0,0.0,0.0
A04288,corporate_bonds,3138919.6146234954,31d-90d,True,False,False,0.2,0.0,0.5
A04289,treasury_hqla,4942754.462317947,>1y,True,False,False,0.05,0.0,0.05
A04290,loans,1072954.820460454,>1y,True,False,False,0.65,0.0,0.85
A04291,loans,6370438.9179165,8d-30d,True,False,False,0.65,0.0,0.85
A04292,loans,11771005.006727159,>1y,True,False,False,0.65,0.0,0.85
A04293,retail_less_stable,11275259.877666794,2d-7d,False,True,False,1.0,0.9,0.0
A04294,loans,1037808.0663186782,31d-90d,True,False,False,0.65,0.0,0.85
A04295,retail_less_stable,24210014.169638027,overnight,False,True,False,1.0,0.9,0.0
A04296,retail_less_stable,3400963.854413582,2d-7d,False,True,False,1.0,0.9,0.0
A04297,retail_less_stable,5298032.593123958,>1y,False,True,False,1.0,0.9,0.0
A04298,wholesale_unsecured,4037826.099076087,2d-7d,False,True,False,1.0,0.0,0.0
A04299,loans,17246833.55863066,>1y,True,False,False,0.65,0.0,0.85
A04300,corporate_operational,9805905.72680867,31d-90d,False,True,False,1.0,0.5,0.0
A04301,corporate_non_operational,2172945.489958399,overnight,False,True,False,1.0,0.5,0.0
A04302,loans,4557042.956157148,91d-1y,True,False,False,0.65,0.0,0.85
A04303,retail_stable,24360065.56715582,overnight,False,True,False,1.0,0.95,0.0
A04304,wholesale_unsecured,41813457.53338099,overnight,False,True,False,1.0,0.0,0.0
A04305,loans,9261470.382619638,>1y,True,False,False,0.65,0.0,0.85
A04306,wholesale_unsecured,2724543.1782431426,overnight,False,True,False,1.0,0.0,0.0
A04307,committed_facilities,9847805.721162379,8d-30d,False,False,True,1.0,0.0,0.0
A04308,retail_less_stable,6957476.722397326,8d-30d,False,True,False,1.0,0.9,0.0
A04309,treasury_hqla,2390458.1014512097,2d-7d,True,False,False,0.05,0.0,0.05
A04310,corporate_bonds,777874.5001112721,91d-1y,True,False,False,0.2,0.0,0.5
A04311,retail_stable,1496021.9557618585,overnight,False,True,False,1.0,0.95,0.0
A04312,retail_less_stable,1229853.5076137031,91d-1y,False,True,False,1.0,0.9,0.0
A04313,loans,952216.0812687926,31d-90d,True,False,False,0.65,0.0,0.85
A04314,wholesale_unsecured,2985375.1116748434,overnight,False,True,False,1.0,0.0,0.0
A04315,loans,13418430.177228741,2d-7d,True,False,False,0.65,0.0,0.85
A04316,retail_stable,5271946.762198689,overnight,False,True,False,1.0,0.95,0.0
A04317,wholesale_unsecured,8280688.744921303,91d-1y,False,True,False,1.0,0.0,0.0
A04318,corporate_operational,7562529.737346012,overnight,False,True,False,1.0,0.5,0.0
A04319,corporate_non_operational,2461304.0971958386,31d-90d,False,True,False,1.0,0.5,0.0
A04320,loans,1317571.3507288676,31d-90d,True,False,False,0.65,0.0,0.85
A04321,retail_stable,3958491.697180104,2d-7d,False,True,False,1.0,0.95,0.0
A04322,retail_less_stable,202107.1806699512,overnight,False,True,False,1.0,0.9,0.0
A04323,retail_stable,1097788.955655313,2d-7d,False,True,False,1.0,0.95,0.0
A04324,retail_stable,1589337.9579073342,8d-30d,False,True,False,1.0,0.95,0.0
A04325,treasury_hqla,2513072.0688115414,>1y,True,False,False,0.05,0.0,0.05
A04326,committed_facilities,2391271.4855175656,>1y,False,False,True,1.0,0.0,0.0
A04327,corporate_operational,4175445.384436818,8d-30d,False,True,False,1.0,0.5,0.0
A04328,retail_stable,4280293.125004914,31d-90d,False,True,False,1.0,0.95,0.0
A04329,loans,1006179.749313448,31d-90d,True,False,False,0.65,0.0,0.85
A04330,corporate_non_operational,2328321.7923667924,91d-1y,False,True,False,1.0,0.5,0.0
A04331,retail_less_stable,15562617.41498763,overnight,False,True,False,1.0,0.9,0.0
A04332,retail_less_stable,4409537.089011761,overnight,False,True,False,1.0,0.9,0.0
A04333,retail_less_stable,1848505.4022134375,31d-90d,False,True,False,1.0,0.9,0.0
A04334,retail_less_stable,2631309.3028753167,overnight,False,True,False,1.0,0.9,0.0
A04335,retail_less_stable,1954186.2541702646,31d-90d,False,True,False,1.0,0.9,0.0
A04336,corporate_bonds,922536.6415818264,91d-1y,True,False,False,0.2,0.0,0.5
A04337,wholesale_unsecured,1953787.8051027576,>1y,False,True,False,1.0,0.0,0.0
A04338,corporate_non_operational,18587016.51096943,31d-90d,False,True,False,1.0,0.5,0.0
A04339,retail_stable,6268632.726045946,overnight,False,True,False,1.0,0.95,0.0
A04340,wholesale_unsecured,2644073.436005827,8d-30d,False,True,False,1.0,0.0,0.0
A04341,retail_stable,2930661.1482769847,2d-7d,False,True,False,1.0,0.95,0.0
A04342,retail_less_stable,1521502.6430887678,8d-30d,False,True,False,1.0,0.9,0.0
A04343,retail_less_stable,2271663.4522502976,overnight,False,True,False,1.0,0.9,0.0
A04344,loans,750746.9076057826,>1y,True,False,False,0.65,0.0,0.85
A04345,loans,1070602.627395695,>1y,True,False,False,0.65,0.0,0.85
A04346,retail_stable,7744484.573451626,2d-7d,False,True,False,1.0,0.95,0.0
A04347,retail_less_stable,14339943.510620015,31d-90d,False,True,False,1.0,0.9,0.0
A04348,loans,5242718.022122474,2d-7d,True,False,False,0.65,0.0,0.85
A04349,retail_less_stable,2709106.0053763674,overnight,False,True,False,1.0,0.9,0.0
A04350,loans,3452826.6587942503,8d-30d,True,False,False,0.65,0.0,0.85
A04351,corporate_bonds,1822699.3125085328,2d-7d,True,False,False,0.2,0.0,0.5
A04352,retail_stable,2376063.423718243,overnight,False,True,False,1.0,0.95,0.0
A04353,loans,652462.442883778,31d-90d,True,False,False,0.65,0.0,0.85
A04354,corporate_operational,2051311.7693138565,2d-7d,False,True,False,1.0,0.5,0.0
A04355,committed_facilities,11440046.366752148,91d-1y,False,False,True,1.0,0.0,0.0
A04356,retail_stable,1248592.044653089,overnight,False,True,False,1.0,0.95,0.0
A04357,loans,2937180.778029926,8d-30d,True,False,False,0.65,0.0,0.85
A04358,corporate_operational,3726753.3693192797,overnight,False,True,False,1.0,0.5,0.0
A04359,retail_less_stable,3921134.8608940123,2d-7d,False,True,False,1.0,0.9,0.0
A04360,loans,29370591.23209647,31d-90d,True,False,False,0.65,0.0,0.85
A04361,loans,8559812.183459237,91d-1y,True,False,False,0.65,0.0,0.85
A04362,equities,2216874.4668336613,>1y,True,False,False,0.45,0.0,0.85
A04363,committed_facilities,12205046.411854845,91d-1y,False,False,True,1.0,0.0,0.0
A04364,loans,2374655.353268783,31d-90d,True,False,False,0.65,0.0,0.85
A04365,retail_stable,1122854.7879309985,91d-1y,False,True,False,1.0,0.95,0.0
A04366,corporate_bonds,6933454.965548718,>1y,True,False,False,0.2,0.0,0.5
A04367,retail_stable,1574443.8345517265,2d-7d,False,True,False,1.0,0.95,0.0
A04368,retail_less_stable,6077380.981682301,91d-1y,False,True,False,1.0,0.9,0.0
A04369,loans,5258476.686076747,8d-30d,True,False,False,0.65,0.0,0.85
A04370,committed_facilities,4376489.431273139,91d-1y,False,False,True,1.0,0.0,0.0
A04371,corporate_non_operational,11219573.635827972,8d-30d,False,True,False,1.0,0.5,0.0
A04372,loans,2543551.7761918795,91d-1y,True,False,False,0.65,0.0,0.85
A04373,loans,833509.4531559637,8d-30d,True,False,False,0.65,0.0,0.85
A04374,loans,18061061.194769382,31d-90d,True,False,False,0.65,0.0,0.85
A04375,committed_facilities,1326384.9233891908,31d-90d,False,False,True,1.0,0.0,0.0
A04376,loans,3075966.679776839,>1y,True,False,False,0.65,0.0,0.85
A04377,committed_facilities,796221.9915473668,8d-30d,False,False,True,1.0,0.0,0.0
A04378,retail_less_stable,1151924.2885164437,8d-30d,False,True,False,1.0,0.9,0.0
A04379,loans,599428.7536345706,>1y,True,False,False,0.65,0.0,0.85
A04380,committed_facilities,443516.0992392869,91d-1y,False,False,True,1.0,0.0,0.0
A04381,corporate_operational,10397601.181718357,overnight,False,True,False,1.0,0.5,0.0
A04382,retail_less_stable,5420626.648071376,overnight,False,True,False,1.0,0.9,0.0
A04383,corporate_non_operational,3763551.9003328565,>1y,False,True,False,1.0,0.5,0.0
A04384,loans,4582761.394336954,91d-1y,True,False,False,0.65,0.0,0.85
A04385,loans,193712.071060982,91d-1y,True,False,False,0.65,0.0,0.85
A04386,corporate_bonds,2433193.577753304,91d-1y,True,False,False,0.2,0.0,0.5
A04387,loans,1916082.5405060705,overnight,True,False,False,0.65,0.0,0.85
A04388,retail_less_stable,3595437.3965231185,overnight,False,True,False,1.0,0.9,0.0
A04389,retail_less_stable,4218653.26863212,2d-7d,False,True,False,1.0,0.9,0.0
A04390,retail_less_stable,4380624.582223651,overnight,False,True,False,1.0,0.9,0.0
A04391,retail_stable,438567.70421645074,overnight,False,True,False,1.0,0.95,0.0
A04392,equities,1369180.9250903009,>1y,True,False,False,0.45,0.0,0.85
A04393,retail_less_stable,12954351.703013664,91d-1y,False,True,False,1.0,0.9,0.0
A04394,corporate_bonds,2549476.9608486216,8d-30d,True,False,False,0.2,0.0,0.5
A04395,corporate_operational,3668779.4508589967,91d-1y,False,True,False,1.0,0.5,0.0
A04396,wholesale_unsecured,9792382.363649124,overnight,False,True,False,1.0,0.0,0.0
A04397,treasury_hqla,2123519.038186549,91d-1y,True,False,False,0.05,0.0,0.05
A04398,corporate_non_operational,1340614.4491109962,91d-1y,False,True,False,1.0,0.5,0.0
A04399,corporate_non_operational,6317354.9830241855,overnight,False,True,False,1.0,0.5,0.0
A04400,loans,4787554.926003093,91d-1y,True,False,False,0.65,0.0,0.85
A04401,retail_stable,601531.6987819773,31d-90d,False,True,False,1.0,0.95,0.0
A04402,retail_stable,3446318.894047995,2d-7d,False,True,False,1.0,0.95,0.0
A04403,retail_stable,3235718.0881118053,overnight,False,True,False,1.0,0.95,0.0
A04404,retail_stable,2162209.09886392,2d-7d,False,True,False,1.0,0.95,0.0
A04405,retail_stable,15385303.46047951,31d-90d,False,True,False,1.0,0.95,0.0
A04406,retail_less_stable,3237043.4474962326,overnight,False,True,False,1.0,0.9,0.0
A04407,retail_stable,289424.1520432222,31d-90d,False,True,False,1.0,0.95,0.0
A04408,treasury_hqla,8278928.394869027,91d-1y,True,False,False,0.05,0.0,0.05
A04409,corporate_bonds,2177240.570944784,>1y,True,False,False,0.2,0.0,0.5
A04410,corporate_operational,5461203.556814225,overnight,False,True,False,1.0,0.5,0.0
A04411,treasury_hqla,15643840.886650933,>1y,True,False,False,0.05,0.0,0.05
A04412,retail_less_stable,2485956.9864456085,91d-1y,False,True,False,1.0,0.9,0.0
A04413,corporate_non_operational,1560114.2065405757,>1y,False,True,False,1.0,0.5,0.0
A04414,retail_stable,1706877.4499229107,overnight,False,True,False,1.0,0.95,0.0
A04415,wholesale_unsecured,882037.6512714238,overnight,False,True,False,1.0,0.0,0.0
A04416,loans,3622766.743261613,91d-1y,True,False,False,0.65,0.0,0.85
A04417,retail_stable,14253779.009993155,91d-1y,False,True,False,1.0,0.95,0.0
A04418,committed_facilities,3125432.070269657,91d-1y,False,False,True,1.0,0.0,0.0
A04419,retail_less_stable,419618.78547957726,8d-30d,False,True,False,1.0,0.9,0.0
A04420,corporate_operational,768976.0540250731,8d-30d,False,True,False,1.0,0.5,0.0
A04421,loans,4345828.633069283,overnight,True,False,False,0.65,0.0,0.85
A04422,retail_less_stable,35870324.79990262,overnight,False,True,False,1.0,0.9,0.0
A04423,corporate_bonds,4268689.48004505,31d-90d,True,False,False,0.2,0.0,0.5
A04424,wholesale_unsecured,2940194.585830122,2d-7d,False,True,False,1.0,0.0,0.0
A04425,loans,7535489.576562377,8d-30d,True,False,False,0.65,0.0,0.85
A04426,committed_facilities,10945775.73202205,91d-1y,False,False,True,1.0,0.0,0.0
A04427,retail_less_stable,8637318.12155903,overnight,False,True,False,1.0,0.9,0.0
A04428,treasury_hqla,8119781.191472978,91d-1y,True,False,False,0.05,0.0,0.05
A04429,retail_less_stable,2149945.304863447,2d-7d,False,True,False,1.0,0.9,0.0
A04430,retail_stable,6586683.941563145,91d-1y,False,True,False,1.0,0.95,0.0
A04431,treasury_hqla,1900029.7955686958,91d-1y,True,False,False,0.05,0.0,0.05
A04432,retail_less_stable,387782.35590841237,overnight,False,True,False,1.0,0.9,0.0
A04433,corporate_bonds,691408.2403800059,2d-7d,True,False,False,0.2,0.0,0.5
A04434,treasury_hqla,10137698.814998409,8d-30d,True,False,False,0.05,0.0,0.05
A04435,loans,2359808.3371192147,>1y,True,False,False,0.65,0.0,0.85
A04436,treasury_hqla,881064.8686861014,>1y,True,False,False,0.05,0.0,0.05
A04437,corporate_bonds,1860418.0558508586,>1y,True,False,False,0.2,0.0,0.5
A04438,treasury_hqla,565351.0872828432,>1y,True,False,False,0.05,0.0,0.05
A04439,loans,37557272.287982814,>1y,True,False,False,0.65,0.0,0.85
A04440,retail_stable,2078729.3399816453,2d-7d,False,True,False,1.0,0.95,0.0
A04441,wholesale_unsecured,2439857.1569735967,overnight,False,True,False,1.0,0.0,0.0
A04442,loans,901443.9379550999,overnight,True,False,False,0.65,0.0,0.85
A04443,retail_stable,23464191.178689953,overnight,False,True,False,1.0,0.95,0.0
A04444,corporate_operational,4264954.8208624255,8d-30d,False,True,False,1.0,0.5,0.0
A04445,loans,7885062.495810938,31d-90d,True,False,False,0.65,0.0,0.85
A04446,loans,10044315.467738885,31d-90d,True,False,False,0.65,0.0,0.85
A04447,loans,636508.1128961246,2d-7d,True,False,False,0.65,0.0,0.85
A04448,retail_stable,430242.26776148845,2d-7d,False,True,False,1.0,0.95,0.0
A04449,retail_stable,7497106.433154386,>1y,False,True,False,1.0,0.95,0.0
A04450,loans,2144156.576445278,31d-90d,True,False,False,0.65,0.0,0.85
A04451,retail_stable,1297094.5713248935,>1y,False,True,False,1.0,0.95,0.0
A04452,retail_less_stable,707726.6611647711,2d-7d,False,True,False,1.0,0.9,0.0
A04453,retail_less_stable,246935.2496908928,overnight,False,True,False,1.0,0.9,0.0
A04454,corporate_bonds,562411.9026304054,>1y,True,False,False,0.2,0.0,0.5
A04455,corporate_non_operational,2283277.6070869523,2d-7d,False,True,False,1.0,0.5,0.0
A04456,wholesale_unsecured,14264906.9273574,>1y,False,True,False,1.0,0.0,0.0
A04457,retail_stable,1892710.2726514137,31d-90d,False,True,False,1.0,0.95,0.0
A04458,retail_less_stable,5781800.453923894,overnight,False,True,False,1.0,0.9,0.0
A04459,corporate_bonds,5629028.672536406,91d-1y,True,False,False,0.2,0.0,0.5
A04460,equities,8741730.583668347,overnight,True,False,False,0.45,0.0,0.85
A04461,retail_stable,391651.6456597056,2d-7d,False,True,False,1.0,0.95,0.0
A04462,retail_less_stable,4105449.990213891,91d-1y,False,True,False,1.0,0.9,0.0
A04463,loans,2004975.0426650431,8d-30d,True,False,False,0.65,0.0,0.85
A04464,corporate_operational,3342363.373813371,overnight,False,True,False,1.0,0.5,0.0
A04465,retail_stable,1387882.0208218738,8d-30d,False,True,False,1.0,0.95,0.0
A04466,retail_stable,4537733.200670936,91d-1y,False,True,False,1.0,0.95,0.0
A04467,loans,2601581.622407835,overnight,True,False,False,0.65,0.0,0.85
A04468,committed_facilities,6113718.537616153,91d-1y,False,False,True,1.0,0.0,0.0
A04469,treasury_hqla,1556902.3325283187,31d-90d,True,False,False,0.05,0.0,0.05
A04470,retail_less_stable,3991117.5596396024,overnight,False,True,False,1.0,0.9,0.0
A04471,wholesale_unsecured,4394850.356218367,91d-1y,False,True,False,1.0,0.0,0.0
A04472,retail_stable,7101393.205021858,31d-90d,False,True,False,1.0,0.95,0.0
A04473,retail_stable,3568190.1585885095,overnight,False,True,False,1.0,0.95,0.0
A04474,corporate_operational,1604285.1393190152,31d-90d,False,True,False,1.0,0.5,0.0
A04475,loans,10496013.692387668,>1y,True,False,False,0.65,0.0,0.85
A04476,corporate_operational,4139795.4810357927,31d-90d,False,True,False,1.0,0.5,0.0
A04477,retail_less_stable,2961363.012598929,overnight,False,True,False,1.0,0.9,0.0
A04478,loans,6552885.833251909,>1y,True,False,False,0.65,0.0,0.85
A04479,retail_stable,2315915.2553269784,31d-90d,False,True,False,1.0,0.95,0.0
A04480,retail_stable,4045622.195263852,8d-30d,False,True,False,1.0,0.95,0.0
A04481,corporate_operational,2450311.9382203254,overnight,False,True,False,1.0,0.5,0.0
A04482,treasury_hqla,2908129.122014815,2d-7d,True,False,False,0.05,0.0,0.05
A04483,retail_less_stable,2734614.1492237854,91d-1y,False,True,False,1.0,0.9,0.0
A04484,wholesale_unsecured,4351968.446413158,8d-30d,False,True,False,1.0,0.0,0.0
A04485,corporate_operational,16221479.2095785,91d-1y,False,True,False,1.0,0.5,0.0
A04486,retail_stable,2961006.164585987,8d-30d,False,True,False,1.0,0.95,0.0
A04487,retail_stable,2150022.2824064605,overnight,False,True,False,1.0,0.95,0.0
A04488,retail_less_stable,4364587.474502599,91d-1y,False,True,False,1.0,0.9,0.0
A04489,treasury_hqla,7535202.103313444,overnight,True,False,False,0.05,0.0,0.05
A04490,wholesale_unsecured,2462356.476489291,overnight,False,True,False,1.0,0.0,0.0
A04491,treasury_hqla,10742956.421013936,8d-30d,True,False,False,0.05,0.0,0.05
A04492,retail_stable,3312729.9484121846,8d-30d,False,True,False,1.0,0.95,0.0
A04493,wholesale_unsecured,1831093.9770355497,8d-30d,False,True,False,1.0,0.0,0.0
A04494,loans,107203.37167848206,8d-30d,True,False,False,0.65,0.0,0.85
A04495,retail_stable,9042624.009489618,overnight,False,True,False,1.0,0.95,0.0
A04496,loans,14876497.756061563,>1y,True,False,False,0.65,0.0,0.85
A04497,treasury_hqla,2471472.8114328543,overnight,True,False,False,0.05,0.0,0.05
A04498,corporate_non_operational,2779990.018064892,8d-30d,False,True,False,1.0,0.5,0.0
A04499,retail_less_stable,2621958.69915157,31d-90d,False,True,False,1.0,0.9,0.0
A04500,retail_stable,1023140.5174928025,overnight,False,True,False,1.0,0.95,0.0
A04501,corporate_operational,1220578.0718325481,8d-30d,False,True,False,1.0,0.5,0.0
A04502,retail_stable,8459769.838971607,8d-30d,False,True,False,1.0,0.95,0.0
A04503,corporate_non_operational,8204456.086655781,31d-90d,False,True,False,1.0,0.5,0.0
A04504,loans,17121857.590698555,2d-7d,True,False,False,0.65,0.0,0.85
A04505,retail_stable,2011386.7842486987,91d-1y,False,True,False,1.0,0.95,0.0
A04506,retail_less_stable,5521662.844358383,31d-90d,False,True,False,1.0,0.9,0.0
A04507,equities,683422.9981069239,91d-1y,True,False,False,0.45,0.0,0.85
A04508,loans,3121969.0109868497,91d-1y,True,False,False,0.65,0.0,0.85
A04509,treasury_hqla,3173770.838966379,>1y,True,False,False,0.05,0.0,0.05
A04510,corporate_non_operational,1415777.917298728,overnight,False,True,False,1.0,0.5,0.0
A04511,retail_stable,2205816.38103232,2d-7d,False,True,False,1.0,0.95,0.0
A04512,wholesale_unsecured,1105641.0399601418,overnight,False,True,False,1.0,0.0,0.0
A04513,retail_stable,1795212.4734360036,overnight,False,True,False,1.0,0.95,0.0
A04514,retail_less_stable,1174385.7983853333,overnight,False,True,False,1.0,0.9,0.0
A04515,retail_less_stable,488987.9015636316,overnight,False,True,False,1.0,0.9,0.0
A04516,corporate_operational,12886429.05788673,8d-30d,False,True,False,1.0,0.5,0.0
A04517,loans,17852864.72173464,91d-1y,True,False,False,0.65,0.0,0.85
A04518,corporate_operational,1398912.1705735493,8d-30d,False,True,False,1.0,0.5,0.0
A04519,committed_facilities,1992825.7985634427,>1y,False,False,True,1.0,0.0,0.0
A04520,loans,9462859.015634596,31d-90d,True,False,False,0.65,0.0,0.85
A04521,retail_stable,797151.6937820463,overnight,False,True,False,1.0,0.95,0.0
A04522,retail_less_stable,2979356.1897401707,31d-90d,False,True,False,1.0,0.9,0.0
A04523,retail_less_stable,1772730.3292298275,8d-30d,False,True,False,1.0,0.9,0.0
A04524,retail_stable,2021234.917173318,2d-7d,False,True,False,1.0,0.95,0.0
A04525,corporate_operational,8963116.521537347,overnight,False,True,False,1.0,0.5,0.0
A04526,loans,2947136.146685342,overnight,True,False,False,0.65,0.0,0.85
A04527,retail_less_stable,13205495.096887441,overnight,False,True,False,1.0,0.9,0.0
A04528,retail_less_stable,2253454.822981664,91d-1y,False,True,False,1.0,0.9,0.0
A04529,retail_less_stable,4546921.2549650185,overnight,False,True,False,1.0,0.9,0.0
A04530,loans,3842614.2719049263,overnight,True,False,False,0.65,0.0,0.85
A04531,loans,1550128.901340811,2d-7d,True,False,False,0.65,0.0,0.85
A04532,corporate_operational,2764033.047916382,31d-90d,False,True,False,1.0,0.5,0.0
A04533,wholesale_unsecured,35044998.940976456,2d-7d,False,True,False,1.0,0.0,0.0
A04534,retail_stable,4045984.6740486124,91d-1y,False,True,False,1.0,0.95,0.0
A04535,retail_stable,20176022.907947097,>1y,False,True,False,1.0,0.95,0.0
A04536,committed_facilities,2749323.6100541325,8d-30d,False,False,True,1.0,0.0,0.0
A04537,treasury_hqla,1007507.990102914,31d-90d,True,False,False,0.05,0.0,0.05
A04538,corporate_bonds,2511892.4248629026,31d-90d,True,False,False,0.2,0.0,0.5
A04539,equities,4096763.4783661123,overnight,True,False,False,0.45,0.0,0.85
A04540,corporate_non_operational,877702.0957392983,overnight,False,True,False,1.0,0.5,0.0
A04541,retail_stable,7091436.622319028,overnight,False,True,False,1.0,0.95,0.0
A04542,retail_stable,7120953.589257188,8d-30d,False,True,False,1.0,0.95,0.0
A04543,retail_stable,2535594.382558294,overnight,False,True,False,1.0,0.95,0.0
A04544,retail_stable,3202831.1873853784,91d-1y,False,True,False,1.0,0.95,0.0
A04545,corporate_bonds,1706252.3126483257,2d-7d,True,False,False,0.2,0.0,0.5
A04546,treasury_hqla,4806055.7429411225,8d-30d,True,False,False,0.05,0.0,0.05
A04547,corporate_operational,6366741.943892794,91d-1y,False,True,False,1.0,0.5,0.0
A04548,treasury_hqla,1792119.9067368228,31d-90d,True,False,False,0.05,0.0,0.05
A04549,retail_stable,3087078.561049609,8d-30d,False,True,False,1.0,0.95,0.0
A04550,committed_facilities,3191492.575769779,91d-1y,False,False,True,1.0,0.0,0.0
A04551,loans,1093791.6612651069,31d-90d,True,False,False,0.65,0.0,0.85
A04552,committed_facilities,1871277.6601333506,8d-30d,False,False,True,1.0,0.0,0.0
A04553,corporate_operational,1163700.6334954295,91d-1y,False,True,False,1.0,0.5,0.0
A04554,treasury_hqla,14497065.391706366,31d-90d,True,False,False,0.05,0.0,0.05
A04555,loans,26439057.24179539,91d-1y,True,False,False,0.65,0.0,0.85
A04556,corporate_operational,3398543.843639882,overnight,False,True,False,1.0,0.5,0.0
A04557,committed_facilities,3617967.725496004,8d-30d,False,False,True,1.0,0.0,0.0
A04558,retail_less_stable,2183974.387372273,31d-90d,False,True,False,1.0,0.9,0.0
A04559,corporate_non_operational,3724904.463783265,2d-7d,False,True,False,1.0,0.5,0.0
A04560,loans,4901278.051354501,31d-90d,True,False,False,0.65,0.0,0.85
A04561,retail_less_stable,7804280.407312917,31d-90d,False,True,False,1.0,0.9,0.0
A04562,treasury_hqla,5798811.617048263,8d-30d,True,False,False,0.05,0.0,0.05
A04563,retail_stable,12113840.3330693,8d-30d,False,True,False,1.0,0.95,0.0
A04564,treasury_hqla,1434052.8778376994,2d-7d,True,False,False,0.05,0.0,0.05
A04565,retail_stable,1178241.762923976,>1y,False,True,False,1.0,0.95,0.0
A04566,wholesale_unsecured,856687.6996261328,>1y,False,True,False,1.0,0.0,0.0
A04567,corporate_operational,5303495.331691713,overnight,False,True,False,1.0,0.5,0.0
A04568,loans,449297.56903335504,8d-30d,True,False,False,0.65,0.0,0.85
A04569,corporate_operational,11588204.064240515,2d-7d,False,True,False,1.0,0.5,0.0
A04570,corporate_operational,8127546.684888449,2d-7d,False,True,False,1.0,0.5,0.0
A04571,treasury_hqla,11460704.00209495,91d-1y,True,False,False,0.05,0.0,0.05
A04572,committed_facilities,1664246.087734712,91d-1y,False,False,True,1.0,0.0,0.0
